<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.19	04:40:00	75647.78	75654.89	75442.80	75567.95	277	0	1400
2026.04.19	04:45:00	75572.49	75673.10	75525.91	75648.19	233	0	1400
2026.04.19	04:50:00	75647.84	75742.51	75647.84	75680.71	228	0	1400
2026.04.19	04:55:00	75682.91	75706.28	75666.76	75690.83	97	0	1400
2026.04.19	05:00:00	75690.87	75722.54	75555.40	75582.91	171	0	1400
2026.04.19	05:05:00	75582.83	75590.95	75559.69	75590.95	88	0	1400
2026.04.19	05:10:00	75590.87	75595.28	75574.39	75595.25	75	0	1400
2026.04.19	05:15:00	75591.73	75593.88	75538.55	75588.69	113	0	1400
2026.04.19	05:20:00	75585.22	75598.00	75579.84	75598.00	84	0	1400
2026.04.19	05:25:00	75593.90	75599.48	75576.13	75596.70	59	0	1400
2026.04.19	05:30:00	75596.86	75698.63	75590.83	75683.27	239	0	1400
2026.04.19	05:35:00	75683.19	75697.84	75653.32	75662.83	129	0	1400
2026.04.19	05:40:00	75661.59	75666.40	75625.61	75629.93	113	0	1400
2026.04.19	05:45:00	75630.03	75638.88	75606.09	75632.32	112	0	1400
2026.04.19	05:50:00	75632.25	75632.25	75573.69	75588.42	99	0	1400
2026.04.19	05:55:00	75589.23	75595.60	75560.79	75578.79	126	0	1400
2026.04.19	06:00:00	75578.87	75582.99	75479.44	75489.73	234	0	1400
2026.04.19	06:05:00	75491.40	75546.15	75419.11	75473.75	170	0	1400
2026.04.19	06:10:00	75473.80	75508.53	75423.86	75429.41	170	0	1400
2026.04.19	06:15:00	75436.47	75437.57	75303.40	75421.59	341	0	1400
2026.04.19	06:20:00	75423.71	75479.44	75392.49	75464.71	211	0	1400
2026.04.19	06:25:00	75471.54	75477.73	75430.17	75433.96	150	0	1400
2026.04.19	06:30:00	75432.10	75504.08	75431.87	75492.64	166	0	1400
2026.04.19	06:35:00	75493.42	75515.16	75466.77	75478.90	142	0	1400
2026.04.19	06:40:00	75478.82	75493.69	75448.70	75462.79	95	0	1400
2026.04.19	06:45:00	75463.25	75466.38	75424.29	75446.87	120	0	1400
2026.04.19	06:50:00	75449.95	75468.10	75429.19	75431.42	85	0	1400
2026.04.19	06:55:00	75434.51	75435.97	75382.87	75435.62	102	0	1400
2026.04.19	07:00:00	75437.61	75441.66	75343.28	75396.28	164	0	1400
2026.04.19	07:05:00	75395.64	75407.63	75236.22	75276.20	283	0	1400
2026.04.19	07:10:00	75271.62	75320.70	75261.15	75270.38	192	0	1400
2026.04.19	07:15:00	75271.89	75279.09	75141.72	75156.06	371	0	1400
2026.04.19	07:20:00	75155.42	75190.12	74907.74	75035.62	853	0	1400
2026.04.19	07:25:00	75047.65	75084.59	74998.75	75020.68	321	0	1400
2026.04.19	07:30:00	75022.02	75076.96	75022.02	75051.25	26	0	1400
2026.04.19	07:40:00	75243.81	75244.07	75204.90	75224.61	98	0	1400
2026.04.19	07:45:00	75217.86	75246.65	75191.83	75203.57	138	0	1400
2026.04.19	07:50:00	75203.55	75297.48	75175.09	75265.75	206	0	1400
2026.04.19	07:55:00	75264.50	75327.66	75251.14	75284.26	189	0	1400
2026.04.19	08:00:00	75283.15	75292.63	75206.71	75225.80	237	0	1400
2026.04.19	08:05:00	75232.61	75270.90	75208.76	75235.08	164	0	1400
2026.04.19	08:10:00	75234.44	75319.84	75228.12	75302.55	160	0	1400
2026.04.19	08:15:00	75297.57	75332.41	75248.40	75273.28	160	0	1400
2026.04.19	08:20:00	75271.57	75278.68	75215.25	75224.99	158	0	1400
2026.04.19	08:25:00	75221.49	75260.32	75168.08	75171.75	118	0	1400
2026.04.19	08:30:00	75169.86	75207.53	75107.20	75176.19	203	0	1400
2026.04.19	08:35:00	75170.23	75288.47	75165.95	75233.12	176	0	1400
2026.04.19	08:40:00	75231.82	75289.75	75225.07	75259.13	137	0	1400
2026.04.19	08:45:00	75252.19	75292.35	75234.34	75279.58	165	0	1400
2026.04.19	08:50:00	75269.56	75308.25	75200.45	75281.64	201	0	1400
2026.04.19	08:55:00	75281.76	75295.59	75241.13	75285.94	134	0	1400
2026.04.19	09:00:00	75284.50	75300.76	75249.75	75256.44	119	0	1400
2026.04.19	09:05:00	75257.64	75295.21	75206.54	75232.45	180	0	1400
2026.04.19	09:10:00	75238.46	75249.60	75194.03	75210.05	133	0	1400
2026.04.19	09:15:00	75210.07	75229.92	75140.46	75161.77	149	0	1400
2026.04.19	09:20:00	75162.71	75172.56	75051.18	75077.92	207	0	1400
2026.04.19	09:25:00	75078.03	75155.36	74968.14	75117.29	241	0	1400
2026.04.19	09:30:00	75122.38	75201.54	75118.46	75143.23	228	0	1400
2026.04.19	09:35:00	75142.75	75176.04	75080.18	75098.38	184	0	1400
2026.04.19	09:40:00	75099.21	75131.95	75090.80	75093.64	158	0	1400
2026.04.19	09:45:00	75097.02	75103.11	74949.17	75037.12	260	0	1400
2026.04.19	09:50:00	75040.48	75077.71	74986.03	75077.71	191	0	1400
2026.04.19	09:55:00	75068.16	75069.33	75008.41	75045.51	160	0	1400
2026.04.19	10:00:00	75047.48	75116.88	74958.57	75080.20	265	0	1400
2026.04.19	10:05:00	75076.44	75076.44	75001.33	75034.28	167	0	1400
2026.04.19	10:10:00	75029.95	75082.40	75011.72	75060.49	174	0	1400
2026.04.19	10:15:00	75071.30	75071.30	75022.78	75053.10	155	0	1400
2026.04.19	10:20:00	75046.37	75122.83	75038.21	75072.98	191	0	1400
2026.04.19	10:25:00	75074.56	75148.80	75070.77	75112.55	198	0	1400
2026.04.19	10:30:00	75107.00	75135.86	75087.66	75118.27	172	0	1400
2026.04.19	10:35:00	75118.30	75124.56	75088.32	75092.95	105	0	1400
2026.04.19	10:40:00	75090.38	75131.32	75075.44	75121.99	123	0	1400
2026.04.19	10:45:00	75117.50	75155.52	75070.74	75151.69	156	0	1400
2026.04.19	10:50:00	75151.59	75244.26	75145.87	75224.06	230	0	1400
2026.04.19	10:55:00	75224.84	75268.85	75203.37	75243.79	178	0	1400
2026.04.19	11:00:00	75243.88	75285.72	75233.46	75252.32	156	0	1400
2026.04.19	11:05:00	75252.24	75469.63	75235.84	75469.63	261	0	1400
2026.04.19	11:10:00	75462.17	75491.28	75339.40	75451.25	303	0	1400
2026.04.19	11:15:00	75439.43	75577.26	75429.29	75450.01	436	0	1400
2026.04.19	11:20:00	75451.59	75471.30	75375.66	75418.51	262	0	1400
2026.04.19	11:25:00	75420.72	75465.22	75376.33	75400.73	206	0	1400
2026.04.19	11:30:00	75404.91	75492.34	75393.90	75446.10	206	0	1400
2026.04.19	11:35:00	75444.32	75502.73	75428.51	75477.57	159	0	1400
2026.04.19	11:40:00	75477.67	75560.96	75477.67	75543.14	157	0	1400
2026.04.19	11:45:00	75536.77	75580.78	75513.69	75564.81	179	0	1400
2026.04.19	11:50:00	75565.62	75671.68	75544.06	75624.95	316	0	1400
2026.04.19	11:55:00	75623.64	75652.33	75581.28	75623.12	207	0	1400
2026.04.19	12:00:00	75636.68	75685.24	75582.98	75670.96	265	0	1400
2026.04.19	12:05:00	75663.46	75696.90	75599.56	75687.66	286	0	1400
2026.04.19	12:10:00	75687.52	75725.10	75531.81	75707.94	426	0	1400
2026.04.19	12:15:00	75714.24	75745.49	75659.54	75694.35	285	0	1400
2026.04.19	12:20:00	75694.26	75694.34	75606.44	75606.44	178	0	1400
2026.04.19	12:25:00	75607.10	75607.10	75534.17	75552.35	215	0	1400
2026.04.19	12:30:00	75545.75	75581.15	75513.31	75577.19	185	0	1400
2026.04.19	12:35:00	75581.69	75582.18	75502.38	75506.53	201	0	1400
2026.04.19	12:40:00	75503.51	75551.09	75454.73	75527.46	161	0	1400
2026.04.19	12:45:00	75528.10	75555.14	75494.86	75514.49	165	0	1400
2026.04.19	12:50:00	75513.41	75601.26	75513.41	75576.38	141	0	1400
2026.04.19	12:55:00	75573.86	75721.96	75573.86	75605.87	258	0	1400
2026.04.19	13:00:00	75605.63	75712.76	75579.30	75709.50	224	0	1400
2026.04.19	13:05:00	75710.21	75814.18	75683.71	75804.64	327	0	1400
2026.04.19	13:10:00	75805.90	75805.90	75699.18	75789.71	276	0	1400
2026.04.19	13:15:00	75799.31	76128.18	75753.96	76060.38	565	0	1400
2026.04.19	13:20:00	76062.18	76274.30	75952.63	76085.31	1061	0	1400
2026.04.19	13:25:00	76082.00	76168.28	76040.58	76083.56	387	0	1400
2026.04.19	13:30:00	76087.10	76152.07	75990.29	76040.51	322	0	1400
2026.04.19	13:35:00	76043.31	76082.01	75964.06	76067.02	245	0	1400
2026.04.19	13:40:00	76070.13	76081.38	76004.72	76069.12	202	0	1400
2026.04.19	13:45:00	76068.69	76075.77	75909.20	75970.18	283	0	1400
2026.04.19	13:50:00	75974.58	76011.93	75934.70	75957.11	180	0	1400
2026.04.19	13:55:00	75962.02	75986.17	75885.27	75954.66	211	0	1400
2026.04.19	14:00:00	75954.55	76055.27	75767.57	75846.36	412	0	1400
2026.04.19	14:05:00	75846.83	75846.83	75699.67	75735.66	409	0	1400
2026.04.19	14:10:00	75733.64	75843.25	75722.55	75816.26	218	0	1400
2026.04.19	14:15:00	75823.45	75945.19	75777.46	75887.45	273	0	1400
2026.04.19	14:20:00	75892.64	75940.43	75834.14	75922.08	229	0	1400
2026.04.19	14:25:00	75917.23	76066.61	75917.23	75995.41	297	0	1400
2026.04.19	14:30:00	75997.67	76020.69	75817.97	75895.15	349	0	1400
2026.04.19	14:35:00	75897.96	75967.74	75845.77	75957.17	267	0	1400
2026.04.19	14:40:00	75958.28	76024.52	75958.28	76016.41	216	0	1400
2026.04.19	14:45:00	76014.55	76184.43	75969.87	76129.88	337	0	1400
2026.04.19	14:50:00	76127.99	76165.18	76007.19	76007.19	274	0	1400
2026.04.19	14:55:00	76007.30	76070.99	75992.22	76053.09	215	0	1400
2026.04.19	15:00:00	76055.03	76068.37	75908.60	76046.20	275	0	1400
2026.04.19	15:05:00	76045.37	76045.37	75923.45	75966.65	251	0	1400
2026.04.19	15:10:00	75970.10	76080.02	75969.46	76032.32	216	0	1400
2026.04.19	15:15:00	76029.98	76198.56	76022.43	76103.51	288	0	1400
2026.04.19	15:20:00	76104.22	76117.78	75908.57	76011.45	301	0	1400
2026.04.19	15:25:00	76005.99	76035.99	75967.52	75999.77	174	0	1400
2026.04.19	15:30:00	76002.48	76028.82	75715.53	75754.15	444	0	1400
2026.04.19	15:35:00	75755.98	75794.94	75419.93	75669.84	869	0	1400
2026.04.19	15:40:00	75669.89	75776.54	75629.57	75749.01	312	0	1400
2026.04.19	15:45:00	75746.05	75880.50	75713.69	75867.31	319	0	1400
2026.04.19	15:50:00	75866.75	75914.56	75743.98	75878.88	397	0	1400
2026.04.19	15:55:00	75865.29	75911.08	75818.44	75884.40	215	0	1400
2026.04.19	16:00:00	75880.80	75892.90	75723.27	75876.57	362	0	1400
2026.04.19	16:05:00	75874.85	75879.56	75691.81	75739.91	363	0	1400
2026.04.19	16:10:00	75739.82	75772.80	75636.40	75708.10	296	0	1400
2026.04.19	16:15:00	75707.99	75795.05	75616.80	75638.76	354	0	1400
2026.04.19	16:20:00	75636.06	75679.18	75575.18	75636.48	354	0	1400
2026.04.19	16:25:00	75645.89	75755.86	75580.38	75597.21	244	0	1400
2026.04.19	16:30:00	75597.32	75727.84	75539.12	75697.46	297	0	1400
2026.04.19	16:35:00	75695.28	75722.62	75635.30	75648.15	182	0	1400
2026.04.19	16:40:00	75650.94	75668.63	75520.64	75599.20	320	0	1400
2026.04.19	16:45:00	75586.22	75667.65	75561.16	75631.35	266	0	1400
2026.04.19	16:50:00	75626.75	75660.97	75372.43	75424.67	517	0	1400
2026.04.19	16:55:00	75423.89	75516.07	75315.30	75415.40	633	0	1400
2026.04.19	17:00:00	75414.78	75418.43	75159.01	75178.69	579	0	1400
2026.04.19	17:05:00	75178.18	75266.16	75006.31	75159.58	753	0	1400
2026.04.19	17:10:00	75162.63	75300.15	75129.04	75296.86	294	0	1400
2026.04.19	17:15:00	75288.97	75335.39	75238.76	75315.93	257	0	1400
2026.04.19	17:20:00	75316.65	75407.22	75207.43	75226.70	283	0	1400
2026.04.19	17:25:00	75226.92	75315.65	75190.35	75300.15	250	0	1400
2026.04.19	17:30:00	75301.65	75387.65	75141.40	75181.78	331	0	1400
2026.04.19	17:35:00	75178.12	75235.62	75099.09	75235.00	354	0	1400
2026.04.19	17:40:00	75235.23	75246.57	75145.45	75200.21	220	0	1400
2026.04.19	17:45:00	75201.41	75241.20	75061.81	75061.81	325	0	1400
2026.04.19	17:50:00	75067.84	75074.27	74644.65	74829.19	1075	0	1400
2026.04.19	17:55:00	74813.54	74904.33	74781.70	74821.46	416	0	1400
2026.04.19	18:00:00	74817.74	74921.48	74685.93	74733.09	734	0	1400
2026.04.19	18:05:00	74734.98	74903.90	74717.37	74890.46	494	0	1400
2026.04.19	18:10:00	74897.15	74943.50	74820.32	74859.62	344	0	1400
2026.04.19	18:15:00	74865.45	74879.41	74796.61	74797.23	286	0	1400
2026.04.19	18:20:00	74788.21	74842.40	74671.56	74678.69	381	0	1400
2026.04.19	18:25:00	74679.24	74897.83	74606.26	74823.97	506	0	1400
2026.04.19	18:30:00	74827.76	74846.38	74715.26	74748.20	320	0	1400
2026.04.19	18:35:00	74748.42	74811.94	74706.37	74789.05	275	0	1400
2026.04.19	18:40:00	74788.70	74795.04	74670.04	74727.86	270	0	1400
2026.04.19	18:45:00	74731.47	74739.70	74623.65	74739.70	298	0	1400
2026.04.19	18:50:00	74736.16	74827.89	74716.67	74755.18	312	0	1400
2026.04.19	18:55:00	74757.60	74825.24	74750.97	74800.02	198	0	1400
2026.04.19	19:00:00	74802.29	74950.12	74802.29	74899.76	331	0	1400
2026.04.19	19:05:00	74899.56	75007.75	74897.69	74979.95	284	0	1400
2026.04.19	19:10:00	74970.58	75020.40	74927.49	74983.86	207	0	1400
2026.04.19	19:15:00	74972.63	75048.81	74947.93	75044.88	268	0	1400
2026.04.19	19:20:00	75040.26	75062.58	74870.98	74888.07	245	0	1400
2026.04.19	19:25:00	74893.77	75000.72	74863.82	74968.50	212	0	1400
2026.04.19	19:30:00	74967.62	75107.75	74963.93	74987.64	277	0	1400
2026.04.19	19:35:00	74985.78	75028.77	74948.48	75006.17	198	0	1400
2026.04.19	19:40:00	75006.09	75057.79	74977.87	74988.76	204	0	1400
2026.04.19	19:45:00	74989.57	75055.99	74988.48	75005.44	159	0	1400
2026.04.19	19:50:00	75004.35	75028.91	74950.13	74958.63	188	0	1400
2026.04.19	19:55:00	74955.12	75003.14	74910.55	74979.00	175	0	1400
2026.04.19	20:00:00	74979.16	74983.24	74726.50	74766.81	418	0	1400
2026.04.19	20:05:00	74766.72	74839.97	74707.90	74824.95	245	0	1400
2026.04.19	20:10:00	74830.66	74866.51	74726.93	74823.99	221	0	1400
2026.04.19	20:15:00	74823.88	74830.81	74665.50	74707.34	245	0	1400
2026.04.19	20:20:00	74702.87	74736.14	74659.49	74708.61	218	0	1400
2026.04.19	20:25:00	74716.95	74800.37	74704.36	74781.83	192	0	1400
2026.04.19	20:30:00	74790.55	74897.70	74746.86	74895.20	189	0	1400
2026.04.19	20:35:00	74889.83	74895.03	74801.03	74802.95	155	0	1400
2026.04.19	20:40:00	74794.12	74796.61	74474.25	74566.00	434	0	1400
2026.04.19	20:45:00	74571.36	74631.71	74439.30	74555.08	541	0	1400
2026.04.19	20:50:00	74544.14	74752.33	74513.16	74715.08	367	0	1400
2026.04.19	20:55:00	74725.94	74731.99	74646.37	74664.00	190	0	1400
2026.04.19	21:00:00	74666.99	74731.63	74628.04	74705.29	250	0	1400
2026.04.19	21:05:00	74706.69	74772.15	74694.15	74734.72	209	0	1400
2026.04.19	21:10:00	74733.32	74734.89	74586.41	74705.37	228	0	1400
2026.04.19	21:15:00	74700.72	74729.43	74596.89	74656.07	242	0	1400
2026.04.19	21:20:00	74656.36	74740.62	74653.97	74722.45	164	0	1400
2026.04.19	21:25:00	74726.44	74803.44	74695.96	74773.06	187	0	1400
2026.04.19	21:30:00	74770.38	74823.02	74743.53	74763.06	181	0	1400
2026.04.19	21:35:00	74765.15	74843.52	74763.28	74798.45	169	0	1400
2026.04.19	21:40:00	74798.50	74818.27	74768.84	74771.53	145	0	1400
2026.04.19	21:45:00	74766.64	74836.42	74621.04	74660.83	289	0	1400
2026.04.19	21:50:00	74660.68	74690.03	74388.35	74442.98	713	0	1400
2026.04.19	21:55:00	74436.49	74525.59	74384.30	74448.49	425	0	1400
2026.04.19	22:00:00	74449.95	74455.07	73830.36	73915.48	2396	0	1400
2026.04.19	22:05:00	73919.64	74219.50	73833.50	74217.54	1255	0	1400
2026.04.19	22:10:00	74211.86	74211.86	74007.80	74051.43	612	0	1400
2026.04.19	22:15:00	74045.15	74096.23	73874.26	74062.22	777	0	1400
2026.04.19	22:20:00	74068.10	74068.10	73782.62	73960.54	828	0	1400
2026.04.19	22:25:00	73962.85	74054.25	73834.77	73971.02	433	0	1400
2026.04.19	22:30:00	73970.57	74150.75	73945.98	74068.86	430	0	1400
2026.04.19	22:35:00	74068.53	74205.99	74056.20	74147.33	354	0	1400
2026.04.19	22:40:00	74145.38	74195.13	74118.59	74153.51	260	0	1400
2026.04.19	22:45:00	74152.83	74192.99	74050.11	74069.40	314	0	1400
2026.04.19	22:50:00	74071.14	74202.07	74071.14	74163.76	277	0	1400
2026.04.19	22:55:00	74164.70	74234.48	74064.35	74064.35	227	0	1400
2026.04.19	23:00:00	74067.65	74086.00	73837.78	73938.13	512	0	1400
2026.04.19	23:05:00	73939.42	74006.83	73873.79	73984.34	310	0	1400
2026.04.19	23:10:00	73983.95	74064.86	73946.54	74043.74	253	0	1400
2026.04.19	23:15:00	74038.17	74038.17	73814.83	73949.00	386	0	1400
2026.04.19	23:20:00	73956.50	73969.88	73821.99	73887.78	310	0	1400
2026.04.19	23:25:00	73889.02	73958.19	73876.51	73912.26	244	0	1400
2026.04.19	23:30:00	73915.10	73986.76	73842.24	73891.93	356	0	1400
2026.04.19	23:35:00	73892.06	73990.55	73845.93	73908.99	287	0	1400
2026.04.19	23:40:00	73910.74	73930.75	73846.69	73927.41	261	0	1400
2026.04.19	23:45:00	73925.05	73960.34	73856.50	73931.01	271	0	1400
2026.04.19	23:50:00	73930.92	74014.69	73908.86	73945.26	249	0	1400
2026.04.19	23:55:00	73948.89	73948.89	73805.83	73824.44	188	0	1400
2026.04.20	00:00:00	73827.01	74248.61	73726.86	74078.82	694	0	1400
2026.04.20	00:05:00	74078.20	74142.88	73868.07	74085.74	602	0	1400
2026.04.20	00:10:00	74087.84	74159.87	74059.56	74064.61	300	0	1400
2026.04.20	00:15:00	74064.39	74218.69	74063.67	74160.21	417	0	1400
2026.04.20	00:20:00	74158.67	74280.56	74138.62	74274.59	321	0	1400
2026.04.20	00:25:00	74277.83	74310.97	74215.40	74256.82	286	0	1400
2026.04.20	00:30:00	74255.54	74304.95	74212.26	74240.53	226	0	1400
2026.04.20	00:35:00	74237.20	74253.07	74163.97	74187.04	223	0	1400
2026.04.20	00:40:00	74186.40	74250.16	74186.40	74200.48	211	0	1400
2026.04.20	00:45:00	74201.04	74303.28	74192.95	74260.86	224	0	1400
2026.04.20	00:50:00	74261.45	74395.46	74261.45	74324.17	263	0	1400
2026.04.20	00:55:00	74326.55	74368.22	74289.16	74296.83	188	0	1400
2026.04.20	01:00:00	74296.38	74397.22	74274.49	74313.56	293	0	1400
2026.04.20	01:05:00	74316.11	74389.05	74248.97	74308.66	290	0	1400
2026.04.20	01:10:00	74306.33	74380.81	74280.36	74380.81	243	0	1400
2026.04.20	01:15:00	74380.27	74398.19	74283.17	74309.73	240	0	1400
2026.04.20	01:20:00	74306.23	74309.34	74229.18	74250.13	199	0	1400
2026.04.20	01:25:00	74258.72	74332.76	74250.13	74321.02	152	0	1400
2026.04.20	01:30:00	74321.11	74647.69	74315.43	74624.74	476	0	1400
2026.04.20	01:35:00	74625.39	74692.27	74560.08	74628.76	313	0	1400
2026.04.20	01:40:00	74626.73	74743.40	74602.01	74703.00	328	0	1400
2026.04.20	01:45:00	74704.22	74776.19	74684.18	74743.75	245	0	1400
2026.04.20	01:50:00	74743.00	74751.20	74686.26	74710.55	199	0	1400
2026.04.20	01:55:00	74709.08	74715.95	74581.64	74617.07	216	0	1400
2026.04.20	02:00:00	74614.59	74662.18	74514.21	74528.01	332	0	1400
2026.04.20	02:05:00	74531.42	74588.08	74494.01	74581.31	149	0	1400
2026.04.20	02:10:00	74582.53	74582.53	74364.95	74426.60	214	0	1400
2026.04.20	02:15:00	74426.44	74501.50	74319.93	74400.08	293	0	1400
2026.04.20	02:20:00	74400.63	74492.48	74383.27	74467.22	198	0	1400
2026.04.20	02:25:00	74465.05	74511.45	74420.97	74481.43	183	0	1400
2026.04.20	02:30:00	74486.35	74529.82	74425.51	74510.43	212	0	1400
2026.04.20	02:35:00	74515.90	74555.01	74478.20	74531.37	198	0	1400
2026.04.20	02:40:00	74539.15	74544.64	74448.29	74541.46	222	0	1400
2026.04.20	02:45:00	74545.68	74546.02	74453.11	74520.94	175	0	1400
2026.04.20	02:50:00	74523.13	74527.58	74472.10	74498.12	145	0	1400
2026.04.20	02:55:00	74497.29	74535.66	74431.63	74438.21	154	0	1400
2026.04.20	03:00:00	74436.23	74467.05	74377.93	74396.90	195	0	1400
2026.04.20	03:05:00	74399.16	74444.03	74388.79	74412.98	120	0	1400
2026.04.20	03:10:00	74414.25	74523.00	74414.25	74515.52	155	0	1400
2026.04.20	03:15:00	74524.91	74547.49	74419.84	74457.32	204	0	1400
2026.04.20	03:20:00	74460.18	74631.76	74429.76	74536.16	209	0	1400
2026.04.20	03:25:00	74537.78	74569.12	74522.91	74541.99	158	0	1400
2026.04.20	03:30:00	74543.20	74559.70	74478.53	74544.30	187	0	1400
2026.04.20	03:35:00	74546.85	74570.01	74505.91	74558.89	172	0	1400
2026.04.20	03:40:00	74557.67	74617.95	74541.74	74594.66	166	0	1400
2026.04.20	03:45:00	74596.49	74640.30	74579.53	74614.93	306	0	1400
2026.04.20	03:50:00	74615.41	74672.02	74566.24	74650.76	179	0	1400
2026.04.20	03:55:00	74650.50	74669.43	74621.95	74664.03	127	0	1400
2026.04.20	04:00:00	74666.90	74671.79	74587.98	74587.98	178	0	1400
2026.04.20	04:05:00	74583.81	74609.25	74536.10	74559.15	204	0	1400
2026.04.20	04:10:00	74560.63	74580.00	74526.01	74541.11	148	0	1400
2026.04.20	04:15:00	74544.71	74554.00	74494.12	74495.87	161	0	1400
2026.04.20	04:20:00	74496.17	74524.08	74462.41	74489.11	154	0	1400
2026.04.20	04:25:00	74477.73	74539.67	74477.73	74531.92	116	0	1400
2026.04.20	04:30:00	74529.59	74556.32	74487.22	74556.32	114	0	1400
2026.04.20	04:35:00	74544.09	74544.09	74488.27	74499.10	130	0	1400
2026.04.20	04:40:00	74499.52	74506.03	74452.99	74485.25	115	0	1400
2026.04.20	04:45:00	74483.44	74606.76	74483.44	74602.15	165	0	1400
2026.04.20	04:50:00	74600.17	74639.81	74573.47	74608.85	174	0	1400
