<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.09	00:52:00	70400.65	70482.52	70396.40	70474.26	111	0	1800
2026.02.09	00:53:00	70466.98	70466.98	70350.13	70362.53	98	0	1800
2026.02.09	00:54:00	70364.28	70372.98	70289.20	70345.97	86	0	1800
2026.02.09	00:55:00	70344.33	70410.12	70344.33	70396.77	114	0	1800
2026.02.09	00:56:00	70404.32	70424.67	70342.50	70424.67	105	0	1800
2026.02.09	00:57:00	70427.70	70490.79	70412.89	70429.92	77	0	1800
2026.02.09	00:58:00	70427.60	70484.22	70406.79	70458.99	102	0	1800
2026.02.09	00:59:00	70459.18	70483.06	70440.61	70442.26	71	0	1800
2026.02.09	01:00:00	70437.72	70463.00	70371.37	70453.61	148	0	1800
2026.02.09	01:01:00	70437.59	70524.64	70413.79	70520.50	114	0	1800
2026.02.09	01:02:00	70523.60	70619.75	70515.98	70578.80	117	0	1800
2026.02.09	01:03:00	70573.38	70591.02	70332.73	70437.55	179	0	1800
2026.02.09	01:04:00	70442.65	70530.12	70423.06	70440.76	91	0	1800
2026.02.09	01:05:00	70437.73	70437.73	70254.25	70264.36	181	0	1800
2026.02.09	01:06:00	70263.93	70300.61	70236.36	70287.21	116	0	1800
2026.02.09	01:07:00	70291.40	70328.84	70258.29	70284.35	127	0	1800
2026.02.09	01:08:00	70287.22	70410.39	70261.45	70346.28	140	0	1800
2026.02.09	01:09:00	70345.08	70418.60	70314.09	70404.55	98	0	1800
2026.02.09	01:10:00	70407.56	70413.95	70360.42	70364.00	73	0	1800
2026.02.09	01:11:00	70360.93	70395.19	70315.70	70352.07	98	0	1800
2026.02.09	01:12:00	70350.02	70363.29	70318.31	70362.91	91	0	1800
2026.02.09	01:13:00	70360.65	70383.00	70294.54	70294.54	86	0	1800
2026.02.09	01:14:00	70299.19	70360.71	70299.19	70360.71	84	0	1800
2026.02.09	01:15:00	70365.55	70395.28	70277.28	70277.28	106	0	1800
2026.02.09	01:16:00	70279.05	70372.13	70229.03	70364.33	128	0	1800
2026.02.09	01:17:00	70364.13	70493.50	70356.70	70481.77	165	0	1800
2026.02.09	01:18:00	70479.99	70574.63	70453.61	70494.73	196	0	1800
2026.02.09	01:19:00	70487.90	70557.94	70452.69	70544.62	104	0	1800
2026.02.09	01:20:00	70544.99	70609.79	70512.44	70558.78	162	0	1800
2026.02.09	01:21:00	70556.52	70649.77	70526.55	70636.06	150	0	1800
2026.02.09	01:22:00	70635.01	70873.78	70625.19	70765.23	350	0	1800
2026.02.09	01:23:00	70763.71	70803.06	70706.28	70716.09	185	0	1800
2026.02.09	01:24:00	70718.40	70875.16	70647.94	70833.32	210	0	1800
2026.02.09	01:25:00	70828.35	70868.56	70726.74	70793.37	197	0	1800
2026.02.09	01:26:00	70797.67	70850.70	70733.27	70755.67	158	0	1800
2026.02.09	01:27:00	70763.48	70793.69	70707.26	70765.06	152	0	1800
2026.02.09	01:28:00	70771.49	70814.45	70676.81	70710.50	123	0	1800
2026.02.09	01:29:00	70713.75	70731.28	70619.61	70666.25	124	0	1800
2026.02.09	01:30:00	70668.88	70722.47	70653.39	70688.87	142	0	1800
2026.02.09	01:31:00	70689.47	70736.58	70671.94	70712.62	109	0	1800
2026.02.09	01:32:00	70712.12	70745.42	70684.76	70724.84	131	0	1800
2026.02.09	01:33:00	70719.60	70735.05	70636.62	70705.11	100	0	1800
2026.02.09	01:34:00	70705.25	70714.23	70635.37	70659.29	154	0	1800
2026.02.09	01:35:00	70658.88	70677.52	70500.14	70568.20	173	0	1800
2026.02.09	01:36:00	70571.45	70582.07	70461.20	70507.75	143	0	1800
2026.02.09	01:37:00	70511.49	70535.93	70378.92	70446.47	168	0	1800
2026.02.09	01:38:00	70450.84	70458.92	70389.87	70448.80	160	0	1800
2026.02.09	01:39:00	70455.43	70466.52	70399.05	70441.57	120	0	1800
2026.02.09	01:40:00	70444.01	70450.69	70311.69	70379.53	132	0	1800
2026.02.09	01:41:00	70364.09	70366.53	70192.76	70226.79	153	0	1800
2026.02.09	01:42:00	70224.79	70233.48	69996.25	70134.96	381	0	1800
2026.02.09	01:43:00	70134.95	70215.06	70073.62	70157.39	229	0	1800
2026.02.09	01:44:00	70157.32	70226.57	70143.20	70187.70	124	0	1800
2026.02.09	01:45:00	70179.43	70241.84	70169.61	70194.48	182	0	1800
2026.02.09	01:46:00	70187.03	70209.48	70086.28	70086.28	174	0	1800
2026.02.09	01:47:00	70082.87	70287.10	70036.31	70259.68	229	0	1800
2026.02.09	01:48:00	70255.68	70263.57	70026.09	70051.61	197	0	1800
2026.02.09	01:49:00	70046.53	70127.28	70025.59	70036.40	177	0	1800
2026.02.09	01:50:00	70034.12	70308.72	70013.69	70254.03	356	0	1800
2026.02.09	01:51:00	70259.79	70353.42	70230.41	70298.05	270	0	1800
2026.02.09	01:52:00	70305.61	70398.01	70304.60	70368.42	159	0	1800
2026.02.09	01:53:00	70368.09	70473.33	70337.05	70347.18	150	0	1800
2026.02.09	01:54:00	70346.47	70349.70	70290.99	70317.27	114	0	1800
2026.02.09	01:55:00	70314.33	70372.25	70296.85	70368.97	139	0	1800
2026.02.09	01:56:00	70365.79	70398.32	70321.70	70333.85	97	0	1800
2026.02.09	01:57:00	70332.02	70332.02	70241.84	70293.55	93	0	1800
2026.02.09	01:58:00	70291.61	70367.23	70291.61	70320.90	105	0	1800
2026.02.09	01:59:00	70316.50	70341.18	70302.01	70321.97	52	0	1800
2026.02.09	02:00:00	70312.93	70339.01	70223.71	70254.45	154	0	1800
2026.02.09	02:01:00	70253.70	70291.73	70159.99	70227.48	128	0	1800
2026.02.09	02:02:00	70228.03	70276.19	70170.15	70177.19	141	0	1800
2026.02.09	02:03:00	70177.82	70251.37	70162.94	70236.32	94	0	1800
2026.02.09	02:04:00	70239.38	70325.17	70235.71	70312.30	146	0	1800
2026.02.09	02:05:00	70310.23	70363.99	70198.04	70266.31	171	0	1800
2026.02.09	02:06:00	70268.05	70287.59	70165.03	70232.16	118	0	1800
2026.02.09	02:07:00	70234.46	70291.43	70211.49	70286.45	93	0	1800
2026.02.09	02:08:00	70293.25	70446.09	70283.36	70446.09	128	0	1800
2026.02.09	02:09:00	70444.43	70470.03	70337.68	70337.68	136	0	1800
2026.02.09	02:10:00	70337.52	70422.65	70335.20	70396.56	128	0	1800
2026.02.09	02:11:00	70401.92	70435.92	70361.02	70399.56	93	0	1800
2026.02.09	02:12:00	70401.67	70401.67	70319.14	70321.43	130	0	1800
2026.02.09	02:13:00	70322.54	70355.04	70295.35	70355.04	93	0	1800
2026.02.09	02:14:00	70350.16	70350.16	70287.92	70293.44	88	0	1800
2026.02.09	02:15:00	70292.11	70311.51	70221.86	70311.51	101	0	1800
2026.02.09	02:16:00	70310.54	70347.89	70282.43	70305.34	106	0	1800
2026.02.09	02:17:00	70306.93	70405.62	70306.93	70388.55	93	0	1800
2026.02.09	02:18:00	70377.85	70405.14	70323.07	70345.22	86	0	1800
2026.02.09	02:19:00	70340.77	70386.62	70323.32	70353.12	90	0	1800
2026.02.09	02:20:00	70356.77	70403.41	70345.19	70389.78	80	0	1800
2026.02.09	02:21:00	70392.71	70400.42	70359.99	70391.54	85	0	1800
2026.02.09	02:22:00	70392.05	70417.59	70362.16	70371.01	84	0	1800
2026.02.09	02:23:00	70373.27	70402.93	70305.60	70388.16	98	0	1800
2026.02.09	02:24:00	70391.45	70455.99	70372.16	70393.37	126	0	1800
2026.02.09	02:25:00	70392.49	70432.77	70374.75	70416.33	103	0	1800
2026.02.09	02:26:00	70416.79	70430.23	70343.66	70375.03	101	0	1800
2026.02.09	02:27:00	70379.07	70407.14	70362.22	70381.19	54	0	1800
2026.02.09	02:28:00	70382.53	70410.16	70323.76	70379.64	81	0	1800
2026.02.09	02:29:00	70376.61	70421.36	70375.51	70400.71	56	0	1800
2026.02.09	02:30:00	70400.52	70503.81	70385.78	70503.81	101	0	1800
2026.02.09	02:31:00	70501.44	70536.38	70443.95	70448.37	109	0	1800
2026.02.09	02:32:00	70457.41	70506.95	70453.44	70477.05	97	0	1800
2026.02.09	02:33:00	70478.46	70494.14	70391.00	70431.06	81	0	1800
2026.02.09	02:34:00	70430.76	70453.85	70394.50	70404.41	87	0	1800
2026.02.09	02:35:00	70401.34	70468.29	70401.34	70450.91	47	0	1800
2026.02.09	02:36:00	70452.62	70559.26	70452.62	70517.99	119	0	1800
2026.02.09	02:37:00	70524.37	70574.01	70505.17	70552.78	97	0	1800
2026.02.09	02:38:00	70547.62	70590.72	70492.24	70528.45	108	0	1800
2026.02.09	02:39:00	70533.03	70682.25	70503.99	70604.28	133	0	1800
2026.02.09	02:40:00	70603.73	70739.31	70585.58	70710.36	104	0	1800
2026.02.09	02:41:00	70710.52	70938.90	70704.25	70846.10	361	0	1800
2026.02.09	02:42:00	70844.78	70966.26	70824.18	70836.63	196	0	1800
2026.02.09	02:43:00	70828.49	70870.33	70781.50	70849.38	138	0	1800
2026.02.09	02:44:00	70846.59	70855.74	70801.76	70826.92	90	0	1800
2026.02.09	02:45:00	70825.13	70859.69	70724.55	70786.24	132	0	1800
2026.02.09	02:46:00	70783.44	70783.44	70676.07	70741.54	122	0	1800
2026.02.09	02:47:00	70742.47	70781.78	70683.64	70781.78	102	0	1800
2026.02.09	02:48:00	70771.24	70802.17	70691.54	70691.54	89	0	1800
2026.02.09	02:49:00	70690.37	70749.76	70689.58	70738.06	80	0	1800
2026.02.09	02:50:00	70737.36	70737.36	70653.50	70673.90	82	0	1800
2026.02.09	02:51:00	70676.99	70717.08	70646.34	70705.58	88	0	1800
2026.02.09	02:52:00	70707.39	70708.62	70569.03	70586.11	105	0	1800
2026.02.09	02:53:00	70589.29	70637.46	70548.41	70622.56	91	0	1800
2026.02.09	02:54:00	70616.96	70624.23	70549.35	70570.95	65	0	1800
2026.02.09	02:55:00	70571.49	70609.14	70555.89	70565.53	92	0	1800
2026.02.09	02:56:00	70562.63	70634.78	70544.88	70633.82	99	0	1800
2026.02.09	02:57:00	70633.35	70652.88	70606.04	70620.54	80	0	1800
2026.02.09	02:58:00	70618.80	70624.81	70541.45	70561.11	98	0	1800
2026.02.09	02:59:00	70568.56	70590.80	70535.68	70579.42	75	0	1800
2026.02.09	03:00:00	70580.33	70640.46	70580.33	70606.21	86	0	1800
2026.02.09	03:01:00	70607.32	70625.06	70556.03	70576.33	94	0	1800
2026.02.09	03:02:00	70571.26	70655.14	70558.19	70648.33	103	0	1800
2026.02.09	03:03:00	70652.03	70717.57	70594.76	70645.86	114	0	1800
2026.02.09	03:04:00	70637.62	70701.08	70637.02	70682.92	69	0	1800
2026.02.09	03:05:00	70682.37	70703.87	70621.41	70703.87	120	0	1800
2026.02.09	03:06:00	70704.45	70801.62	70676.20	70768.50	122	0	1800
2026.02.09	03:07:00	70768.04	70793.53	70731.49	70788.21	84	0	1800
2026.02.09	03:08:00	70791.57	70793.91	70719.89	70749.83	97	0	1800
2026.02.09	03:09:00	70751.68	70757.72	70711.31	70714.33	70	0	1800
2026.02.09	03:10:00	70707.56	70762.65	70707.56	70726.15	72	0	1800
2026.02.09	03:11:00	70729.10	70729.10	70651.14	70691.40	81	0	1800
2026.02.09	03:12:00	70691.26	70698.72	70660.89	70675.75	74	0	1800
2026.02.09	03:13:00	70673.37	70705.20	70656.36	70698.09	52	0	1800
2026.02.09	03:14:00	70696.48	70711.15	70660.48	70710.67	60	0	1800
2026.02.09	03:15:00	70714.79	70757.57	70714.79	70749.78	83	0	1800
2026.02.09	03:16:00	70754.04	70910.07	70754.04	70892.95	109	0	1800
2026.02.09	03:17:00	70898.32	70913.97	70784.84	70846.40	128	0	1800
2026.02.09	03:18:00	70823.89	70849.75	70804.98	70804.98	83	0	1800
2026.02.09	03:19:00	70802.21	70802.21	70722.89	70787.51	77	0	1800
2026.02.09	03:20:00	70779.60	70785.86	70732.93	70771.33	65	0	1800
2026.02.09	03:21:00	70773.81	70836.81	70773.81	70823.40	68	0	1800
2026.02.09	03:22:00	70826.87	70826.87	70722.44	70750.74	105	0	1800
2026.02.09	03:23:00	70754.77	70758.31	70647.67	70702.14	88	0	1800
2026.02.09	03:24:00	70700.40	70700.40	70650.10	70677.30	52	0	1800
2026.02.09	03:25:00	70676.97	70740.73	70676.97	70715.46	43	0	1800
2026.02.09	03:26:00	70709.73	70717.91	70650.76	70682.82	67	0	1800
2026.02.09	03:27:00	70685.00	70750.06	70685.00	70707.05	50	0	1800
2026.02.09	03:28:00	70718.61	70784.30	70718.61	70749.55	48	0	1800
2026.02.09	03:29:00	70748.67	70772.88	70738.11	70772.88	31	0	1800
2026.02.09	03:30:00	70773.03	70846.86	70773.03	70807.16	89	0	1800
2026.02.09	03:31:00	70812.65	70929.44	70812.65	70844.89	111	0	1800
2026.02.09	03:32:00	70846.21	70903.48	70827.75	70893.17	127	0	1800
2026.02.09	03:33:00	70893.08	70912.31	70866.03	70901.39	88	0	1800
2026.02.09	03:34:00	70901.05	71079.75	70890.14	70911.88	203	0	1800
2026.02.09	03:35:00	70909.18	71023.61	70901.96	70969.91	125	0	1800
2026.02.09	03:36:00	70967.81	70989.02	70889.34	70893.97	108	0	1800
2026.02.09	03:37:00	70898.68	70968.57	70869.73	70956.73	103	0	1800
2026.02.09	03:38:00	70953.00	70953.00	70861.26	70894.94	74	0	1800
2026.02.09	03:39:00	70883.37	71034.35	70883.37	71030.19	81	0	1800
2026.02.09	03:40:00	71025.85	71040.39	70957.53	71019.51	121	0	1800
2026.02.09	03:41:00	71012.33	71012.33	70953.07	70959.79	81	0	1800
2026.02.09	03:42:00	70948.70	71078.79	70912.24	71060.13	121	0	1800
2026.02.09	03:43:00	71060.50	71288.09	71007.93	71141.32	183	0	1800
2026.02.09	03:44:00	71145.92	71148.98	71057.95	71068.62	129	0	1800
2026.02.09	03:45:00	71070.35	71137.24	71028.17	71028.17	142	0	1800
2026.02.09	03:46:00	71029.79	71052.58	70974.99	71045.45	99	0	1800
2026.02.09	03:47:00	71045.30	71092.52	70967.26	70970.13	91	0	1800
2026.02.09	03:48:00	70975.38	71207.17	70969.22	71128.71	166	0	1800
2026.02.09	03:49:00	71138.08	71181.54	71094.34	71129.58	76	0	1800
2026.02.09	03:50:00	71138.21	71144.83	71081.21	71103.06	90	0	1800
2026.02.09	03:51:00	71103.50	71103.50	71022.71	71041.77	82	0	1800
2026.02.09	03:52:00	71044.24	71197.94	71044.24	71197.94	53	0	1800
2026.02.09	03:53:00	71209.62	71282.93	71192.74	71216.19	137	0	1800
2026.02.09	03:54:00	71216.17	71325.03	71197.06	71296.59	85	0	1800
2026.02.09	03:55:00	71295.55	71391.94	71237.68	71375.52	134	0	1800
2026.02.09	03:56:00	71378.12	71385.66	71221.70	71225.27	93	0	1800
2026.02.09	03:57:00	71229.66	71229.66	71133.29	71135.54	133	0	1800
2026.02.09	03:58:00	71130.12	71220.06	71124.49	71193.55	81	0	1800
2026.02.09	03:59:00	71201.44	71284.74	71194.75	71234.37	88	0	1800
2026.02.09	04:00:00	71228.39	71287.98	71207.12	71267.36	101	0	1800
2026.02.09	04:01:00	71264.40	71264.40	71148.39	71159.38	119	0	1800
2026.02.09	04:02:00	71155.21	71161.54	71115.74	71153.26	99	0	1800
2026.02.09	04:03:00	71157.09	71178.02	71122.28	71123.04	76	0	1800
2026.02.09	04:04:00	71136.28	71151.29	71082.37	71082.37	73	0	1800
2026.02.09	04:05:00	71078.45	71119.64	71076.72	71090.81	86	0	1800
2026.02.09	04:06:00	71090.90	71119.40	71029.62	71054.40	108	0	1800
2026.02.09	04:07:00	71051.65	71064.76	71017.53	71061.25	65	0	1800
2026.02.09	04:08:00	71048.88	71082.25	71034.18	71069.52	65	0	1800
2026.02.09	04:09:00	71065.91	71102.94	71020.55	71031.30	77	0	1800
2026.02.09	04:10:00	71031.40	71047.61	70980.73	71036.58	99	0	1800
2026.02.09	04:11:00	71041.56	71088.03	71014.03	71059.54	59	0	1800
2026.02.09	04:12:00	71056.50	71092.83	70977.61	71011.54	77	0	1800
2026.02.09	04:13:00	71007.66	71011.11	70956.82	70982.93	64	0	1800
2026.02.09	04:14:00	70970.65	70986.90	70943.19	70965.24	50	0	1800
2026.02.09	04:15:00	70962.90	71020.87	70958.12	71020.87	62	0	1800
2026.02.09	04:16:00	71022.93	71022.93	70957.94	70996.37	53	0	1800
2026.02.09	04:17:00	70985.17	71035.18	70963.59	71021.76	73	0	1800
2026.02.09	04:18:00	71021.98	71121.07	71008.91	71079.17	103	0	1800
2026.02.09	04:19:00	71072.30	71161.02	71056.37	71146.78	89	0	1800
2026.02.09	04:20:00	71141.68	71222.99	71114.64	71197.88	107	0	1800
2026.02.09	04:21:00	71205.45	71224.56	71183.11	71196.77	68	0	1800
2026.02.09	04:22:00	71196.45	71212.88	71110.40	71132.10	67	0	1800
2026.02.09	04:23:00	71128.31	71160.96	71114.69	71139.52	45	0	1800
2026.02.09	04:24:00	71140.73	71186.63	71131.82	71163.41	69	0	1800
2026.02.09	04:25:00	71163.40	71180.54	71126.48	71166.70	41	0	1800
2026.02.09	04:26:00	71165.18	71207.75	71139.50	71176.33	75	0	1800
2026.02.09	04:27:00	71180.51	71182.88	71146.26	71170.30	35	0	1800
2026.02.09	04:28:00	71172.76	71186.35	71156.88	71179.26	40	0	1800
2026.02.09	04:29:00	71181.58	71204.32	71172.52	71172.52	39	0	1800
2026.02.09	04:30:00	71169.70	71172.03	71038.96	71071.21	81	0	1800
2026.02.09	04:31:00	71071.34	71163.61	71001.47	71139.84	103	0	1800
2026.02.09	04:32:00	71140.56	71140.56	71068.25	71068.25	70	0	1800
2026.02.09	04:33:00	71065.68	71073.60	71024.37	71029.96	71	0	1800
2026.02.09	04:34:00	71039.22	71046.09	71028.93	71028.93	26	0	1800
2026.02.09	04:35:00	71029.37	71063.64	71025.03	71046.24	48	0	1800
2026.02.09	04:36:00	71043.39	71051.06	70962.40	70979.23	76	0	1800
2026.02.09	04:37:00	70980.09	70991.28	70959.27	70976.06	43	0	1800
2026.02.09	04:38:00	70975.11	70993.02	70935.85	70961.53	69	0	1800
2026.02.09	04:39:00	70951.10	70951.10	70882.96	70910.38	94	0	1800
2026.02.09	04:40:00	70905.59	70919.42	70843.13	70906.87	90	0	1800
2026.02.09	04:41:00	70910.22	70959.08	70910.22	70952.73	52	0	1800
2026.02.09	04:42:00	70953.61	70992.16	70953.61	70972.69	74	0	1800
2026.02.09	04:43:00	70972.20	70976.48	70932.46	70951.67	61	0	1800
2026.02.09	04:44:00	70953.50	70986.31	70931.82	70960.13	51	0	1800
2026.02.09	04:45:00	70960.67	71009.71	70960.67	71007.40	61	0	1800
2026.02.09	04:46:00	71000.99	71060.98	71000.99	71050.89	73	0	1800
2026.02.09	04:47:00	71052.08	71066.03	71042.18	71052.11	30	0	1800
2026.02.09	04:48:00	71055.31	71066.53	70944.53	70993.25	75	0	1800
2026.02.09	04:49:00	70993.41	71023.59	70962.68	70985.49	52	0	1800
2026.02.09	04:50:00	70987.25	70990.11	70928.41	70944.71	50	0	1800
2026.02.09	04:51:00	70954.73	70958.88	70915.62	70958.88	54	0	1800
2026.02.09	04:52:00	70965.58	70976.69	70933.91	70957.82	53	0	1800
2026.02.09	04:53:00	70957.27	70959.78	70922.84	70942.34	35	0	1800
2026.02.09	04:54:00	70941.80	70950.72	70893.80	70902.60	49	0	1800
2026.02.09	04:55:00	70898.80	70945.86	70894.15	70915.48	44	0	1800
2026.02.09	04:56:00	70910.29	70922.96	70886.31	70917.48	28	0	1800
2026.02.09	04:57:00	70911.60	71003.80	70911.60	70984.33	54	0	1800
2026.02.09	04:58:00	70987.94	71015.44	70960.74	70978.19	52	0	1800
2026.02.09	04:59:00	70983.87	70983.87	70932.48	70940.83	71	0	1800
2026.02.09	05:00:00	70934.94	70954.10	70884.97	70893.76	59	0	1800
2026.02.09	05:01:00	70885.94	70912.08	70806.61	70845.58	95	0	1800
2026.02.09	05:02:00	70848.82	70872.59	70834.17	70869.76	41	0	1800
2026.02.09	05:03:00	70864.45	70865.41	70810.43	70815.53	70	0	1800
2026.02.09	05:04:00	70810.69	70854.32	70797.83	70797.83	60	0	1800
2026.02.09	05:05:00	70806.29	70860.29	70782.38	70846.25	81	0	1800
2026.02.09	05:06:00	70844.13	70895.18	70801.07	70871.53	76	0	1800
2026.02.09	05:07:00	70870.91	70876.09	70836.53	70847.23	65	0	1800
2026.02.09	05:08:00	70863.05	70863.05	70802.42	70812.36	57	0	1800
2026.02.09	05:09:00	70811.90	70811.90	70773.14	70796.06	43	0	1800
2026.02.09	05:10:00	70795.55	70865.09	70788.47	70817.68	51	0	1800
2026.02.09	05:11:00	70826.09	70881.26	70811.00	70833.92	73	0	1800
2026.02.09	05:12:00	70833.24	70847.58	70826.22	70844.43	34	0	1800
2026.02.09	05:13:00	70844.36	70844.36	70787.51	70789.91	42	0	1800
2026.02.09	05:14:00	70799.13	70801.85	70734.18	70763.55	48	0	1800
2026.02.09	05:15:00	70766.98	70805.09	70748.82	70765.70	57	0	1800
2026.02.09	05:16:00	70763.43	70832.75	70745.43	70831.62	74	0	1800
2026.02.09	05:17:00	70830.46	70863.53	70809.76	70822.52	34	0	1800
2026.02.09	05:18:00	70818.86	70849.93	70783.80	70789.63	49	0	1800
2026.02.09	05:19:00	70790.57	70815.47	70763.24	70763.24	50	0	1800
2026.02.09	05:20:00	70764.72	70798.04	70750.42	70798.04	34	0	1800
2026.02.09	05:21:00	70795.53	70848.31	70793.13	70846.73	39	0	1800
2026.02.09	05:22:00	70845.72	70848.35	70810.89	70822.31	53	0	1800
2026.02.09	05:23:00	70821.51	70908.59	70816.10	70901.21	66	0	1800
2026.02.09	05:24:00	70902.88	70955.45	70867.78	70919.13	87	0	1800
2026.02.09	05:25:00	70909.65	70999.18	70885.76	70961.48	97	0	1800
2026.02.09	05:26:00	70960.71	70973.17	70900.51	70914.87	80	0	1800
2026.02.09	05:27:00	70910.83	70950.49	70910.30	70932.79	38	0	1800
2026.02.09	05:28:00	70930.50	70975.72	70927.43	70959.36	52	0	1800
2026.02.09	05:29:00	70962.47	70977.66	70951.44	70960.05	34	0	1800
2026.02.09	05:30:00	70964.27	71001.21	70941.66	70956.55	90	0	1800
2026.02.09	05:31:00	70963.84	71000.28	70908.84	70964.81	72	0	1800
2026.02.09	05:32:00	70962.14	70962.14	70893.95	70905.33	57	0	1800
2026.02.09	05:33:00	70912.76	70915.39	70850.80	70895.83	45	0	1800
2026.02.09	05:34:00	70884.16	70962.34	70872.86	70962.34	63	0	1800
2026.02.09	05:35:00	70958.46	71039.98	70951.20	71001.61	67	0	1800
2026.02.09	05:36:00	70996.58	71056.41	70985.57	71036.82	70	0	1800
2026.02.09	05:37:00	71035.56	71051.87	71015.97	71020.05	46	0	1800
2026.02.09	05:38:00	71028.36	71048.06	70981.24	70984.52	50	0	1800
2026.02.09	05:39:00	70981.94	71004.34	70973.99	70987.13	47	0	1800
2026.02.09	05:40:00	70979.99	70995.13	70949.06	70958.18	51	0	1800
2026.02.09	05:41:00	70953.32	70983.50	70927.26	70983.50	49	0	1800
2026.02.09	05:42:00	70981.15	71001.48	70898.29	70898.29	64	0	1800
2026.02.09	05:43:00	70904.07	70938.89	70902.34	70932.62	37	0	1800
2026.02.09	05:44:00	70934.63	70938.09	70893.21	70916.03	39	0	1800
2026.02.09	05:45:00	70916.53	70917.54	70812.77	70837.54	70	0	1800
